phase,pc,lag_ms,src,dst,region_src,region_dst,config_count,successful_config_count,stability_fraction,max_k,max_n_subjects,min_p_value,min_q_value,topk_values,min_subjects_values,p0_inflate_values
HandStart__FirstDigitTouch,pc1,50,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,100,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,100,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,150,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,150,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,150,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,200,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,200,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,200,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,50,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,150,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,200,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,200,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,50,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,100,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,100,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,150,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,150,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,150,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,150,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,200,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,200,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,200,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,150,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,150,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,150,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,200,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,6.563568743961737e-20,4.625026347489317e-19,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,100,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,200,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,100,PO9,O1,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,100,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,150,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,200,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,50,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,200,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,50,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,100,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,100,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,200,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,200,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,150,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,200,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,200,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,50,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,100,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,50,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,100,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,100,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,150,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,150,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,150,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,150,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,200,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,200,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,200,PO10,P8,O_Vis,P_Space,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,100,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,100,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,100,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,100,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,150,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,150,O1,PO9,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,200,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,200,O1,PO9,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,200,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,200,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,200,PO10,O2,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,150,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,150,O1,PO9,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,150,Oz,O2,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,200,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,200,O1,PO9,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,200,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,2.6884377575267276e-16,1.5734435717735375e-15,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,150,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,150,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,O2,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,50,PO10,Oz,O_Vis,O_Vis,27,27,1.0,12,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,150,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,200,PO10,P8,O_Vis,P_Space,27,27,1.0,12,12,3.488149536859777e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,150,PO9,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.488149536859777e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,200,PO10,P8,O_Vis,P_Space,27,27,1.0,12,12,3.488149536859777e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,100,O1,Oz,O_Vis,O_Vis,27,27,1.0,12,12,3.488149536859777e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,100,O2,PO10,O_Vis,O_Vis,27,27,1.0,12,12,3.488149536859777e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,200,Oz,O1,O_Vis,O_Vis,27,27,1.0,12,12,3.488149536859777e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,150,O1,PO9,O_Vis,O_Vis,27,27,1.0,12,12,3.488149536859777e-14,2.7457997636306447e-13,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,50,O1,FC1,O_Vis,F_Motor,27,27,1.0,12,12,3.488149536859777e-14,2.7457997636306447e-13,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,150,O2,Oz,O_Vis,O_Vis,27,27,1.0,11,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,150,O2,PO10,O_Vis,O_Vis,27,27,1.0,11,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,50,PO10,Oz,O_Vis,O_Vis,27,27,1.0,11,12,3.0531096369412427e-17,1.4016548787775706e-16,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,150,PO9,Oz,O_Vis,O_Vis,27,27,1.0,11,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,50,O2,PO10,O_Vis,O_Vis,27,27,1.0,11,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,200,O2,PO10,O_Vis,O_Vis,27,27,1.0,11,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,50,PO9,Oz,O_Vis,O_Vis,27,27,1.0,11,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,200,PO9,O1,O_Vis,O_Vis,27,27,1.0,11,12,6.511753201852308e-15,2.3212484943073522e-14,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,200,PO9,Oz,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,PO10,Oz,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,100,PO9,Oz,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,PO10,P8,O_Vis,P_Space,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,O1,Oz,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,O2,PO10,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,50,PO9,Oz,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,50,O1,PO9,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,50,O2,PO10,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,150,O1,PO9,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,200,O1,PO9,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,150,PO10,P8,O_Vis,P_Space,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,O1,PO9,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,100,O1,PO9,O_Vis,O_Vis,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,200,P4,P8,P_Space,P_Space,27,27,1.0,11,12,6.104904459791693e-14,2.533079760928494e-13,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,100,PO9,Oz,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,200,PO10,Oz,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,200,O1,Oz,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,200,Oz,O2,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,150,PO10,Oz,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,PO10,Oz,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Oz,O2,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,150,PO10,O2,O_Vis,O_Vis,27,27,1.0,11,12,8.421573233354471e-13,2.258174061687084e-12,5 10 15,3 4 5,5.0 10.0 15.0
